id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1620666054,1620666054,"Migrated from /etc/pihole/adlists.list",1658031197,136303,0,1
